YEAR,JOBTITLE,CATEGORY,CURRENCY,SALARY,RESIDENCE,EXPERIENCELEVEL,COMPANYLOCATION,COMPANYSIZE
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,200000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,160000,UNITED STATES,senior,united states,M
2023,AI DEVELOPER,machine learning and ai,eur,150000,FRANCE,senior,france,M
2023,DATA ARCHITECT,data architecture and modeling,usd,185000,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,150000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,160000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,130000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,145000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,115000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,133000,UNITED STATES,entry-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,58300,UNITED STATES,entry-level,united states,M
2023,DATA ENGINEER,data engineering,usd,254000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,159000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,170000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,85000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,130500,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,116000,UNITED STATES,mid-level,united states,M
2023,RESEARCH ANALYST,data science and research,usd,81400,UNITED STATES,entry-level,united states,M
2023,RESEARCH ANALYST,data science and research,usd,43500,UNITED STATES,entry-level,united states,M
2023,DATA ENGINEER,data engineering,usd,169000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,92000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,166000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,73100,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,190000,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,165000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,305600,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,146600,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,150000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,120000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,275000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,146400,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,208500,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,165000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,258700,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,172500,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,150000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,130000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,185000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,150000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,166000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,73100,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ANALYST,bi and visualization,usd,198200,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ANALYST,bi and visualization,usd,110200,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING RESEARCHER,machine learning and ai,usd,166000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING RESEARCHER,machine learning and ai,usd,73100,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING RESEARCHER,machine learning and ai,usd,212000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING RESEARCHER,machine learning and ai,usd,93300,UNITED STATES,senior,united states,M
2023,AI ENGINEER,machine learning and ai,usd,212000,UNITED STATES,senior,united states,M
2023,AI ENGINEER,machine learning and ai,usd,93300,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,166000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,73100,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,167100,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,111400,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,133000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,58400,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,166000,UNITED STATES,entry-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,73100,UNITED STATES,entry-level,united states,M
2023,DATA ANALYST,data analysis,usd,170000,UNITED STATES,executive,united states,M
2023,DATA ANALYST,data analysis,usd,145000,UNITED STATES,executive,united states,M
2023,DATA SCIENTIST,data science and research,usd,212000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,93300,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,170000,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,135000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,145000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,115000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,139810,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,95325,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,278700,UNITED STATES,senior,united states,M
2023,RESEARCH SCIENTIST,data science and research,usd,159300,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,226700,CANADA,senior,canada,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,151100,CANADA,senior,canada,M
2023,DATA ENGINEER,data engineering,usd,247300,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,139700,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,188000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,139000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,150000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,160000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,94000,UNITED STATES,senior,united states,M
2023,DATA MANAGER,leadership and management,usd,127000,UNITED STATES,mid-level,united states,M
2023,DATA MANAGER,leadership and management,usd,65000,UNITED STATES,mid-level,united states,M
2023,ML ENGINEER,machine learning and ai,usd,276000,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,174000,UNITED STATES,senior,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,260000,UNITED STATES,senior,united states,L
2023,APPLIED SCIENTIST,data science and research,usd,136000,UNITED STATES,senior,united states,L
2023,ANALYTICS ENGINEER,leadership and management,usd,250000,UNITED STATES,executive,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,210000,UNITED STATES,executive,united states,M
2023,DATA SCIENTIST,data science and research,usd,188000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,139000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,238000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,176000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,204500,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,142200,UNITED STATES,senior,united states,M
2023,DATA SCIENCE DIRECTOR,data science and research,usd,212000,UNITED STATES,executive,united states,M
2023,DATA SCIENCE DIRECTOR,data science and research,usd,190000,UNITED STATES,executive,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,261500,UNITED STATES,senior,united states,L
2023,RESEARCH ENGINEER,data science and research,usd,134500,UNITED STATES,senior,united states,L
2023,DATA ARCHITECT,data architecture and modeling,usd,239000,UNITED STATES,senior,united states,L
2023,DATA ARCHITECT,data architecture and modeling,usd,122900,UNITED STATES,senior,united states,L
2023,ANALYTICS ENGINEER,leadership and management,usd,115000,UNITED STATES,senior,united states,M
2023,ANALYTICS ENGINEER,leadership and management,usd,95000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,158500,CANADA,senior,canada,M
2023,DATA SCIENTIST,data science and research,usd,115000,CANADA,senior,canada,M
2023,ML ENGINEER,machine learning and ai,usd,331640,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,267720,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,180000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,90000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,83000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,66000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,224250,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,121550,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,166000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,73100,UNITED STATES,mid-level,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,141298,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,115607,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,109000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,100000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,205400,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,92900,UNITED STATES,senior,united states,M
2023,ML ENGINEER,machine learning and ai,usd,220000,UNITED STATES,entry-level,united states,M
2023,ML ENGINEER,machine learning and ai,usd,130000,UNITED STATES,entry-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,160000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,110000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,230000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,100000,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,186030,UNITED STATES,senior,united states,M
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,110200,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,130000,UNITED STATES,mid-level,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,100000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,242000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,106200,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,220000,UNITED STATES,executive,united states,M
2023,DATA SCIENTIST,data science and research,usd,120000,UNITED STATES,executive,united states,M
2023,DATA SCIENTIST,data science and research,usd,258000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,171000,UNITED STATES,senior,united states,M
2023,RESEARCH ANALYST,data science and research,usd,91200,UNITED STATES,entry-level,united states,M
2023,RESEARCH ANALYST,data science and research,usd,58200,UNITED STATES,entry-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,192000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,178000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,210000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,130000,UNITED STATES,senior,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,160000,UNITED STATES,entry-level,united states,M
2023,RESEARCH ENGINEER,data science and research,usd,150000,UNITED STATES,entry-level,united states,M
2023,APPLIED SCIENTIST,data science and research,usd,260000,UNITED STATES,senior,united states,L
2023,APPLIED SCIENTIST,data science and research,usd,136000,UNITED STATES,senior,united states,L
2023,DATA ARCHITECT,data architecture and modeling,usd,206000,UNITED STATES,senior,united states,M
2023,DATA ARCHITECT,data architecture and modeling,usd,134000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,180000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,135000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,200000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,120000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,212000,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,93300,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,106700,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,57700,UNITED STATES,mid-level,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,266400,UNITED STATES,senior,united states,M
2023,MACHINE LEARNING ENGINEER,machine learning and ai,usd,173300,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,125000,UNITED STATES,mid-level,united states,M
2023,DATA ANALYST,data analysis,usd,100000,UNITED STATES,mid-level,united states,M
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,165600,UNITED STATES,senior,united states,L
2023,BUSINESS INTELLIGENCE ENGINEER,bi and visualization,usd,65800,UNITED STATES,senior,united states,L
2023,DATA SCIENTIST,data science and research,usd,210400,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,170500,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,212000,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,93300,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,170000,UNITED STATES,mid-level,united states,M
2023,DATA ENGINEER,data engineering,usd,160000,UNITED STATES,mid-level,united states,M
2023,DATA SCIENTIST,data science and research,usd,185400,UNITED STATES,senior,united states,M
2023,DATA SCIENTIST,data science and research,usd,81536,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,193000,UNITED STATES,senior,united states,M
2023,DATA ANALYST,data analysis,usd,158000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,170000,UNITED STATES,senior,united states,M
2023,DATA ENGINEER,data engineering,usd,100000,UNITED STATES,senior,united states,M
